                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    118,                 1.9292,                 2.1408,                 2.4697,                0.77066,                0.70359,                0.77795,                0.57439,                 2.0114,                 1.8635,                 2.4828,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.9268,                 2.1243,                 2.4785,                0.77308,                0.70337,                0.77833,                0.57496,                 2.0106,                  1.861,                  2.482,               0.004159,               0.004159,               0.004159
                    120,                  1.913,                 2.1217,                 2.4678,                0.77092,                0.70473,                 0.7788,                0.57559,                 2.0096,                 1.8596,                 2.4811,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.9175,                 2.1187,                 2.4678,                0.77282,                0.70565,                0.77936,                0.57588,                 2.0093,                 1.8561,                 2.4807,                0.00406,                0.00406,                0.00406
                    122,                 1.9121,                 2.0927,                 2.4658,                0.77311,                0.70761,                0.77953,                0.57646,                 2.0081,                 1.8546,                   2.48,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.9085,                   2.11,                 2.4655,                0.77231,                0.70645,                0.77971,                0.57687,                 2.0086,                 1.8513,                 2.4801,               0.003961,               0.003961,               0.003961
                    124,                 1.8957,                 2.0789,                 2.4533,                 0.7698,                0.70524,                0.77975,                0.57732,                 2.0078,                 1.8485,                 2.4791,              0.0039115,              0.0039115,              0.0039115
                    125,                  1.896,                 2.0711,                 2.4515,                0.76982,                0.70814,                0.77999,                0.57797,                 2.0076,                 1.8461,                  2.479,               0.003862,               0.003862,               0.003862
                    126,                  1.901,                 2.0901,                 2.4569,                 0.7752,                0.70224,                0.78029,                0.57826,                 2.0065,                 1.8444,                  2.478,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.8968,                 2.0694,                 2.4457,                 0.7796,                0.69908,                0.78115,                0.57876,                 2.0056,                 1.8416,                  2.477,               0.003763,               0.003763,               0.003763
                    128,                 1.8819,                 2.0416,                 2.4392,                0.77708,                0.70347,                0.78177,                0.57945,                 2.0052,                 1.8383,                 2.4764,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.8922,                 2.0611,                 2.4472,                0.78362,                0.69861,                0.78214,                0.58029,                 2.0051,                 1.8361,                 2.4757,               0.003664,               0.003664,               0.003664
                    130,                 1.8814,                  2.048,                 2.4343,                0.78617,                0.69706,                0.78247,                0.58067,                  2.004,                 1.8355,                 2.4745,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.8751,                  2.024,                  2.435,                0.78341,                0.70092,                0.78291,                0.58096,                 2.0028,                 1.8342,                 2.4738,               0.003565,               0.003565,               0.003565
                    132,                 1.8714,                 2.0234,                 2.4373,                0.77917,                0.70601,                0.78322,                0.58121,                 2.0019,                 1.8315,                  2.473,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.8733,                 2.0068,                 2.4278,                0.77833,                0.70808,                0.78377,                 0.5818,                 2.0013,                 1.8279,                 2.4724,               0.003466,               0.003466,               0.003466
                    134,                 1.8624,                 1.9952,                 2.4253,                 0.7805,                0.70569,                0.78421,                0.58242,                 2.0023,                  1.824,                 2.4729,              0.0034165,              0.0034165,              0.0034165
                    135,                  1.861,                 1.9913,                 2.4234,                0.77176,                0.71324,                0.78445,                0.58269,                 2.0011,                 1.8239,                 2.4718,               0.003367,               0.003367,               0.003367
                    136,                  1.855,                 1.9753,                 2.4209,                0.78602,                0.70228,                0.78454,                0.58294,                 2.0004,                 1.8233,                 2.4711,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.8557,                 1.9755,                 2.4175,                0.78589,                0.70224,                0.78494,                0.58332,                 1.9997,                 1.8218,                   2.47,               0.003268,               0.003268,               0.003268
                    138,                 1.8386,                 1.9689,                  2.412,                0.78795,                0.70306,                 0.7856,                0.58396,                 1.9995,                 1.8188,                 2.4695,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.8403,                 1.9605,                 2.4081,                0.79156,                0.70236,                0.78608,                0.58472,                 1.9981,                 1.8176,                 2.4688,               0.003169,               0.003169,               0.003169
                    140,                 1.8367,                 1.9438,                 2.4052,                0.79378,                    0.7,                0.78631,                0.58499,                 1.9979,                 1.8155,                 2.4685,              0.0031195,              0.0031195,              0.0031195
